"State","Year","Population"
"Alabama",1960,3266740
"Alabama",1969,3440000
"Alabama",1970,3444165
"Alabama",1971,3497452
"Alabama",1972,3540080
"Alabama",1973,3580769
"Alabama",1974,3627805
"Alabama",1975,3680533
"Alabama",1976,3737204
"Alabama",1977,3782736
"Alabama",1978,3834120
"Alabama",1979,3869444
"Alabama",1980,3893888
"Alabama",1981,3918533
"Alabama",1982,3925263
"Alabama",1983,3934100
"Alabama",1984,3951824
"Alabama",1985,3972520
"Alabama",1986,3991569
"Alabama",1987,4015262
"Alabama",1988,4023842
"Alabama",1989,4030219
"Alabama",1990,4040587
"Alabama",1991,4099156
"Alabama",1992,4154014
"Alabama",1993,4214202
"Alabama",1994,4260229
"Alabama",1995,4296800
"Alabama",1996,4331102
"Alabama",1997,4367935
"Alabama",1998,4404701
"Alabama",1999,4430141
"Alabama",2000,4447100
"Alabama",2001,4467634
"Alabama",2002,4480089
"Alabama",2003,4503491
"Alabama",2004,4530729
"Alabama",2005,4569805
"Alabama",2006,4628981
"Alabama",2007,4672840
"Alabama",2008,4718206
"Alabama",2009,4757938
"Alabama",2010,4779736
"Alabama",2011,4799642
"Alabama",2012,4816632
"Alabama",2013,4831586
"Alabama",2014,4843737
"Alabama",2015,4854803
"Alabama",2016,4866824
"Alabama",2017,4877989
"Alabama",2018,4891628
"Alabama",2019,4907965
"Alabama",2020,5024279
"Alaska",1960,226167
"Alaska",1969,296000
"Alaska",1970,300382
"Alaska",1971,316494
"Alaska",1972,326494
"Alaska",1973,333232
"Alaska",1974,344696
"Alaska",1975,370973
"Alaska",1976,393115
"Alaska",1977,397363
"Alaska",1978,402191
"Alaska",1979,403544
"Alaska",1980,401851
"Alaska",1981,418493
"Alaska",1982,449606
"Alaska",1983,488418
"Alaska",1984,513704
"Alaska",1985,532496
"Alaska",1986,544269
"Alaska",1987,539310
"Alaska",1988,541984
"Alaska",1989,547160
"Alaska",1990,550043
"Alaska",1991,570193
"Alaska",1992,588736
"Alaska",1993,599432
"Alaska",1994,603308
"Alaska",1995,604412
"Alaska",1996,608569
"Alaska",1997,612968
"Alaska",1998,619932
"Alaska",1999,624779
"Alaska",2000,626932
"Alaska",2001,633714
"Alaska",2002,642337
"Alaska",2003,648414
"Alaska",2004,659286
"Alaska",2005,666946
"Alaska",2006,675302
"Alaska",2007,680300
"Alaska",2008,687455
"Alaska",2009,698895
"Alaska",2010,710231
"Alaska",2011,722349
"Alaska",2012,730810
"Alaska",2013,737626
"Alaska",2014,737075
"Alaska",2015,738430
"Alaska",2016,742575
"Alaska",2017,740983
"Alaska",2018,736624
"Alaska",2019,733603
"Alaska",2020,733391
"Arizona",1960,1302161
"Arizona",1969,1737000
"Arizona",1970,1770900
"Arizona",1971,1896108
"Arizona",1972,2008847
"Arizona",1973,2125281
"Arizona",1974,2224342
"Arizona",1975,2286348
"Arizona",1976,2347976
"Arizona",1977,2427310
"Arizona",1978,2517852
"Arizona",1979,2638582
"Arizona",1980,2718215
"Arizona",1981,2810108
"Arizona",1982,2889860
"Arizona",1983,2968924
"Arizona",1984,3067134
"Arizona",1985,3183539
"Arizona",1986,3308261
"Arizona",1987,3437103
"Arizona",1988,3535183
"Arizona",1989,3622184
"Arizona",1990,3665228
"Arizona",1991,3788576
"Arizona",1992,3915740
"Arizona",1993,4065440
"Arizona",1994,4245089
"Arizona",1995,4432499
"Arizona",1996,4586940
"Arizona",1997,4736990
"Arizona",1998,4883342
"Arizona",1999,5023823
"Arizona",2000,5130632
"Arizona",2001,5273477
"Arizona",2002,5396255
"Arizona",2003,5510364
"Arizona",2004,5652404
"Arizona",2005,5839077
"Arizona",2006,6029141
"Arizona",2007,6167681
"Arizona",2008,6280362
"Arizona",2009,6343154
"Arizona",2010,6392017
"Arizona",2011,6473416
"Arizona",2012,6556344
"Arizona",2013,6634690
"Arizona",2014,6732873
"Arizona",2015,6832810
"Arizona",2016,6944767
"Arizona",2017,7048088
"Arizona",2018,7164228
"Arizona",2019,7291843
"Arizona",2020,7151502
"Arkansas",1960,1786272
"Arkansas",1969,1913000
"Arkansas",1970,1923295
"Arkansas",1971,1972028
"Arkansas",1972,2018116
"Arkansas",1973,2058491
"Arkansas",1974,2100385
"Arkansas",1975,2158291
"Arkansas",1976,2168688
"Arkansas",1977,2207228
"Arkansas",1978,2241019
"Arkansas",1979,2269115
"Arkansas",1980,2286435
"Arkansas",1981,2293204
"Arkansas",1982,2294254
"Arkansas",1983,2305766
"Arkansas",1984,2319767
"Arkansas",1985,2327046
"Arkansas",1986,2331988
"Arkansas",1987,2342357
"Arkansas",1988,2342655
"Arkansas",1989,2346354
"Arkansas",1990,2350725
"Arkansas",1991,2383144
"Arkansas",1992,2415984
"Arkansas",1993,2456303
"Arkansas",1994,2494019
"Arkansas",1995,2535399
"Arkansas",1996,2572109
"Arkansas",1997,2601090
"Arkansas",1998,2626289
"Arkansas",1999,2651860
"Arkansas",2000,2673400
"Arkansas",2001,2691571
"Arkansas",2002,2705927
"Arkansas",2003,2724816
"Arkansas",2004,2749686
"Arkansas",2005,2781097
"Arkansas",2006,2821761
"Arkansas",2007,2848650
"Arkansas",2008,2874554
"Arkansas",2009,2896843
"Arkansas",2010,2915918
"Arkansas",2011,2941038
"Arkansas",2012,2952876
"Arkansas",2013,2960459
"Arkansas",2014,2968759
"Arkansas",2015,2979732
"Arkansas",2016,2991815
"Arkansas",2017,3003855
"Arkansas",2018,3012161
"Arkansas",2019,3020985
"Arkansas",2020,3011524
"California",1960,15717204
"California",1969,19711000
"California",1970,19953134
"California",1971,20345575
"California",1972,20584794
"California",1973,20867737
"California",1974,21172548
"California",1975,21536715
"California",1976,21934505
"California",1977,22350247
"California",1978,22838960
"California",1979,23255069
"California",1980,23667902
"California",1981,24285933
"California",1982,24820007
"California",1983,25360023
"California",1984,25844397
"California",1985,26441107
"California",1986,27102238
"California",1987,27777160
"California",1988,28464250
"California",1989,29218165
"California",1990,29760021
"California",1991,30470736
"California",1992,30974659
"California",1993,31274928
"California",1994,31484435
"California",1995,31696582
"California",1996,32018834
"California",1997,32486010
"California",1998,32987675
"California",1999,33499204
"California",2000,33871648
"California",2001,34479458
"California",2002,34871843
"California",2003,35253159
"California",2004,35574576
"California",2005,35827943
"California",2006,36021202
"California",2007,36250311
"California",2008,36604337
"California",2009,36961229
"California",2010,37253956
"California",2011,37636311
"California",2012,37944551
"California",2013,38253768
"California",2014,38586706
"California",2015,38904296
"California",2016,39149186
"California",2017,39337785
"California",2018,39437463
"California",2019,39437610
"California",2020,39538223
"Colorado",1960,1753947
"Colorado",1969,2166000
"Colorado",1970,2207259
"Colorado",1971,2303502
"Colorado",1972,2404576
"Colorado",1973,2495803
"Colorado",1974,2541318
"Colorado",1975,2586144
"Colorado",1976,2632244
"Colorado",1977,2696007
"Colorado",1978,2766725
"Colorado",1979,2849181
"Colorado",1980,2889964
"Colorado",1981,2977899
"Colorado",1982,3061562
"Colorado",1983,3133634
"Colorado",1984,3169995
"Colorado",1985,3208726
"Colorado",1986,3237448
"Colorado",1987,3260477
"Colorado",1988,3262280
"Colorado",1989,3275815
"Colorado",1990,3294394
"Colorado",1991,3387119
"Colorado",1992,3495939
"Colorado",1993,3613734
"Colorado",1994,3724168
"Colorado",1995,3826653
"Colorado",1996,3919972
"Colorado",1997,4018293
"Colorado",1998,4116639
"Colorado",1999,4226018
"Colorado",2000,4301261
"Colorado",2001,4425687
"Colorado",2002,4490406
"Colorado",2003,4528732
"Colorado",2004,4575013
"Colorado",2005,4631888
"Colorado",2006,4720423
"Colorado",2007,4803868
"Colorado",2008,4889730
"Colorado",2009,4972195
"Colorado",2010,5029196
"Colorado",2011,5121900
"Colorado",2012,5193660
"Colorado",2013,5270774
"Colorado",2014,5352637
"Colorado",2015,5454328
"Colorado",2016,5543844
"Colorado",2017,5617421
"Colorado",2018,5697155
"Colorado",2019,5758486
"Colorado",2020,5773714
"Connecticut",1960,2535234
"Connecticut",1969,3e+06
"Connecticut",1970,3031709
"Connecticut",1971,3061448
"Connecticut",1972,3069617
"Connecticut",1973,3069140
"Connecticut",1974,3075784
"Connecticut",1975,3084726
"Connecticut",1976,3085984
"Connecticut",1977,3088729
"Connecticut",1978,3094839
"Connecticut",1979,3099907
"Connecticut",1980,3107576
"Connecticut",1981,3128837
"Connecticut",1982,3139014
"Connecticut",1983,3162355
"Connecticut",1984,3180014
"Connecticut",1985,3201131
"Connecticut",1986,3223741
"Connecticut",1987,3247290
"Connecticut",1988,3271954
"Connecticut",1989,3283404
"Connecticut",1990,3287116
"Connecticut",1991,3302895
"Connecticut",1992,3300712
"Connecticut",1993,3309175
"Connecticut",1994,3316121
"Connecticut",1995,3324144
"Connecticut",1996,3336685
"Connecticut",1997,3349348
"Connecticut",1998,3365352
"Connecticut",1999,3386401
"Connecticut",2000,3405565
"Connecticut",2001,3432835
"Connecticut",2002,3458749
"Connecticut",2003,3484336
"Connecticut",2004,3496094
"Connecticut",2005,3506956
"Connecticut",2006,3517460
"Connecticut",2007,3527270
"Connecticut",2008,3545579
"Connecticut",2009,3561807
"Connecticut",2010,3574097
"Connecticut",2011,3588632
"Connecticut",2012,3595211
"Connecticut",2013,3595792
"Connecticut",2014,3595697
"Connecticut",2015,3588561
"Connecticut",2016,3579830
"Connecticut",2017,3575324
"Connecticut",2018,3574561
"Connecticut",2019,3566022
"Connecticut",2020,3605944
"Delaware",1960,446292
"Delaware",1969,540000
"Delaware",1970,548104
"Delaware",1971,565207
"Delaware",1972,573821
"Delaware",1973,579078
"Delaware",1974,583150
"Delaware",1975,588756
"Delaware",1976,592755
"Delaware",1977,594821
"Delaware",1978,598188
"Delaware",1979,598830
"Delaware",1980,594338
"Delaware",1981,595974
"Delaware",1982,599148
"Delaware",1983,605459
"Delaware",1984,611565
"Delaware",1985,618279
"Delaware",1986,627559
"Delaware",1987,636946
"Delaware",1988,647621
"Delaware",1989,658274
"Delaware",1990,666168
"Delaware",1991,683080
"Delaware",1992,694925
"Delaware",1993,706378
"Delaware",1994,717545
"Delaware",1995,729734
"Delaware",1996,740977
"Delaware",1997,751487
"Delaware",1998,763335
"Delaware",1999,774990
"Delaware",2000,783600
"Delaware",2001,795699
"Delaware",2002,806169
"Delaware",2003,818003
"Delaware",2004,830803
"Delaware",2005,845150
"Delaware",2006,859268
"Delaware",2007,871749
"Delaware",2008,883874
"Delaware",2009,891730
"Delaware",2010,897934
"Delaware",2011,907590
"Delaware",2012,915518
"Delaware",2013,924062
"Delaware",2014,933131
"Delaware",2015,942065
"Delaware",2016,949989
"Delaware",2017,957942
"Delaware",2018,966985
"Delaware",2019,976668
"Delaware",2020,989948
"District of Columbia",1960,763956
"District of Columbia",1969,762000
"District of Columbia",1970,756510
"District of Columbia",1971,750641
"District of Columbia",1972,743775
"District of Columbia",1973,733674
"District of Columbia",1974,720755
"District of Columbia",1975,710308
"District of Columbia",1976,696305
"District of Columbia",1977,681768
"District of Columbia",1978,670046
"District of Columbia",1979,655616
"District of Columbia",1980,638333
"District of Columbia",1981,636893
"District of Columbia",1982,634174
"District of Columbia",1983,632433
"District of Columbia",1984,633382
"District of Columbia",1985,634549
"District of Columbia",1986,638269
"District of Columbia",1987,636930
"District of Columbia",1988,630432
"District of Columbia",1989,624168
"District of Columbia",1990,606900
"District of Columbia",1991,600870
"District of Columbia",1992,597565
"District of Columbia",1993,595301
"District of Columbia",1994,589239
"District of Columbia",1995,580517
"District of Columbia",1996,572377
"District of Columbia",1997,567736
"District of Columbia",1998,565230
"District of Columbia",1999,570213
"District of Columbia",2000,572059
"District of Columbia",2001,574504
"District of Columbia",2002,573158
"District of Columbia",2003,568502
"District of Columbia",2004,567754
"District of Columbia",2005,567136
"District of Columbia",2006,570681
"District of Columbia",2007,574404
"District of Columbia",2008,580236
"District of Columbia",2009,592228
"District of Columbia",2010,601723
"District of Columbia",2011,620290
"District of Columbia",2012,635737
"District of Columbia",2013,651559
"District of Columbia",2014,663603
"District of Columbia",2015,677014
"District of Columbia",2016,687576
"District of Columbia",2017,697079
"District of Columbia",2018,704147
"District of Columbia",2019,708253
"District of Columbia",2020,689545
"Florida",1960,4951560
"Florida",1969,6641000
"Florida",1970,6789443
"Florida",1971,7163026
"Florida",1972,7520324
"Florida",1973,7927099
"Florida",1974,8317034
"Florida",1975,8541660
"Florida",1976,8695356
"Florida",1977,8888958
"Florida",1978,9131554
"Florida",1979,9470585
"Florida",1980,9746324
"Florida",1981,10192775
"Florida",1982,10471405
"Florida",1983,10749849
"Florida",1984,11039925
"Florida",1985,11351120
"Florida",1986,11667503
"Florida",1987,11997282
"Florida",1988,12306400
"Florida",1989,12637718
"Florida",1990,12937926
"Florida",1991,13369798
"Florida",1992,13650553
"Florida",1993,13927185
"Florida",1994,14239444
"Florida",1995,14537875
"Florida",1996,14853360
"Florida",1997,15186304
"Florida",1998,15486559
"Florida",1999,15759421
"Florida",2000,15982378
"Florida",2001,16356966
"Florida",2002,16689370
"Florida",2003,17004085
"Florida",2004,17415318
"Florida",2005,17842038
"Florida",2006,18166990
"Florida",2007,18367842
"Florida",2008,18527305
"Florida",2009,18652644
"Florida",2010,18801310
"Florida",2011,19055607
"Florida",2012,19302016
"Florida",2013,19551678
"Florida",2014,19853880
"Florida",2015,20219111
"Florida",2016,20627237
"Florida",2017,20977089
"Florida",2018,21254926
"Florida",2019,21492056
"Florida",2020,21538187
"Georgia",1960,3943116
"Georgia",1969,4551000
"Georgia",1970,4589575
"Georgia",1971,4710272
"Georgia",1972,4807151
"Georgia",1973,4906940
"Georgia",1974,4994870
"Georgia",1975,5058535
"Georgia",1976,5126155
"Georgia",1977,5211771
"Georgia",1978,5286148
"Georgia",1979,5391265
"Georgia",1980,5463105
"Georgia",1981,5568346
"Georgia",1982,5649788
"Georgia",1983,5728248
"Georgia",1984,5834943
"Georgia",1985,5962639
"Georgia",1986,6084645
"Georgia",1987,6208479
"Georgia",1988,6316139
"Georgia",1989,6411117
"Georgia",1990,6478216
"Georgia",1991,6653005
"Georgia",1992,6817203
"Georgia",1993,6978240
"Georgia",1994,7157165
"Georgia",1995,7328413
"Georgia",1996,7501069
"Georgia",1997,7685099
"Georgia",1998,7863536
"Georgia",1999,8045965
"Georgia",2000,8186453
"Georgia",2001,8377038
"Georgia",2002,8508256
"Georgia",2003,8622793
"Georgia",2004,8769252
"Georgia",2005,8925922
"Georgia",2006,9155813
"Georgia",2007,9349988
"Georgia",2008,9504843
"Georgia",2009,9620846
"Georgia",2010,9687653
"Georgia",2011,9803630
"Georgia",2012,9903580
"Georgia",2013,9975592
"Georgia",2014,10071204
"Georgia",2015,10183353
"Georgia",2016,10308442
"Georgia",2017,10417031
"Georgia",2018,10519389
"Georgia",2019,10628020
"Georgia",2020,10711908
"Hawaii",1960,632772
"Hawaii",1969,743000
"Hawaii",1970,768561
"Hawaii",1971,791580
"Hawaii",1972,818104
"Hawaii",1973,841851
"Hawaii",1974,858121
"Hawaii",1975,875052
"Hawaii",1976,892335
"Hawaii",1977,915749
"Hawaii",1978,928816
"Hawaii",1979,950050
"Hawaii",1980,964691
"Hawaii",1981,978195
"Hawaii",1982,993780
"Hawaii",1983,1012717
"Hawaii",1984,1027922
"Hawaii",1985,1039698
"Hawaii",1986,1051762
"Hawaii",1987,1067917
"Hawaii",1988,1079827
"Hawaii",1989,1094588
"Hawaii",1990,1108229
"Hawaii",1991,1136754
"Hawaii",1992,1158613
"Hawaii",1993,1172838
"Hawaii",1994,1187536
"Hawaii",1995,1196854
"Hawaii",1996,1203755
"Hawaii",1997,1211640
"Hawaii",1998,1215233
"Hawaii",1999,1210300
"Hawaii",2000,1211537
"Hawaii",2001,1225948
"Hawaii",2002,1239613
"Hawaii",2003,1251154
"Hawaii",2004,1273569
"Hawaii",2005,1292729
"Hawaii",2006,1309731
"Hawaii",2007,1315675
"Hawaii",2008,1332213
"Hawaii",2009,1346717
"Hawaii",2010,1360301
"Hawaii",2011,1379562
"Hawaii",2012,1395199
"Hawaii",2013,1408822
"Hawaii",2014,1415335
"Hawaii",2015,1422999
"Hawaii",2016,1428885
"Hawaii",2017,1425763
"Hawaii",2018,1423102
"Hawaii",2019,1415615
"Hawaii",2020,1455271
"Idaho",1960,667191
"Idaho",1969,707000
"Idaho",1970,712567
"Idaho",1971,738749
"Idaho",1972,763229
"Idaho",1973,782061
"Idaho",1974,807973
"Idaho",1975,831981
"Idaho",1976,856979
"Idaho",1977,883446
"Idaho",1978,910962
"Idaho",1979,932636
"Idaho",1980,943935
"Idaho",1981,962204
"Idaho",1982,973719
"Idaho",1983,981866
"Idaho",1984,990841
"Idaho",1985,994052
"Idaho",1986,990222
"Idaho",1987,984997
"Idaho",1988,985661
"Idaho",1989,994422
"Idaho",1990,1006749
"Idaho",1991,1041316
"Idaho",1992,1071685
"Idaho",1993,1108768
"Idaho",1994,1145140
"Idaho",1995,1177322
"Idaho",1996,1203083
"Idaho",1997,1228520
"Idaho",1998,1252330
"Idaho",1999,1275674
"Idaho",2000,1293953
"Idaho",2001,1319962
"Idaho",2002,1340372
"Idaho",2003,1363380
"Idaho",2004,1391802
"Idaho",2005,1428241
"Idaho",2006,1468669
"Idaho",2007,1505105
"Idaho",2008,1534320
"Idaho",2009,1554439
"Idaho",2010,1567582
"Idaho",2011,1584272
"Idaho",2012,1595910
"Idaho",2013,1612053
"Idaho",2014,1632248
"Idaho",2015,1652495
"Idaho",2016,1684036
"Idaho",2017,1719745
"Idaho",2018,1752074
"Idaho",2019,1789060
"Idaho",2020,1839106
"Illinois",1960,10081158
"Illinois",1969,11039000
"Illinois",1970,11113976
"Illinois",1971,11205816
"Illinois",1972,11258111
"Illinois",1973,11260248
"Illinois",1974,11273745
"Illinois",1975,11306351
"Illinois",1976,11360274
"Illinois",1977,11406312
"Illinois",1978,11434421
"Illinois",1979,11422782
"Illinois",1980,11426518
"Illinois",1981,11443461
"Illinois",1982,11423413
"Illinois",1983,11408817
"Illinois",1984,11412128
"Illinois",1985,11399803
"Illinois",1986,11387256
"Illinois",1987,11391176
"Illinois",1988,11390186
"Illinois",1989,11409782
"Illinois",1990,11430602
"Illinois",1991,11568964
"Illinois",1992,11694184
"Illinois",1993,11809579
"Illinois",1994,11912585
"Illinois",1995,12008437
"Illinois",1996,12101997
"Illinois",1997,12185715
"Illinois",1998,12271847
"Illinois",1999,12359020
"Illinois",2000,12419293
"Illinois",2001,12488445
"Illinois",2002,12525556
"Illinois",2003,12556006
"Illinois",2004,12589773
"Illinois",2005,12609903
"Illinois",2006,12643955
"Illinois",2007,12695866
"Illinois",2008,12747038
"Illinois",2009,12796778
"Illinois",2010,12830632
"Illinois",2011,12867783
"Illinois",2012,12883029
"Illinois",2013,12895778
"Illinois",2014,12885092
"Illinois",2015,12859585
"Illinois",2016,12821709
"Illinois",2017,12779893
"Illinois",2018,12724685
"Illinois",2019,12667017
"Illinois",2020,12812508
"Indiana",1960,4662498
"Indiana",1969,5143000
"Indiana",1970,5193669
"Indiana",1971,5249921
"Indiana",1972,5296129
"Indiana",1973,5329122
"Indiana",1974,5349886
"Indiana",1975,5351080
"Indiana",1976,5371552
"Indiana",1977,5405075
"Indiana",1978,5446403
"Indiana",1979,5474909
"Indiana",1980,5490224
"Indiana",1981,5480440
"Indiana",1982,5467918
"Indiana",1983,5450396
"Indiana",1984,5458322
"Indiana",1985,5459214
"Indiana",1986,5454103
"Indiana",1987,5473023
"Indiana",1988,5491733
"Indiana",1989,5523679
"Indiana",1990,5544159
"Indiana",1991,5616388
"Indiana",1992,5674547
"Indiana",1993,5739019
"Indiana",1994,5793526
"Indiana",1995,5851459
"Indiana",1996,5906013
"Indiana",1997,5955267
"Indiana",1998,5998880
"Indiana",1999,6044969
"Indiana",2000,6080485
"Indiana",2001,6127760
"Indiana",2002,6155967
"Indiana",2003,6196638
"Indiana",2004,6233007
"Indiana",2005,6278616
"Indiana",2006,6332669
"Indiana",2007,6379599
"Indiana",2008,6424806
"Indiana",2009,6459325
"Indiana",2010,6483802
"Indiana",2011,6517250
"Indiana",2012,6538989
"Indiana",2013,6570575
"Indiana",2014,6596019
"Indiana",2015,6611442
"Indiana",2016,6637898
"Indiana",2017,6662068
"Indiana",2018,6698481
"Indiana",2019,6731010
"Indiana",2020,6785528
"Iowa",1960,2757537
"Iowa",1969,2805000
"Iowa",1970,2824376
"Iowa",1971,2851828
"Iowa",1972,2860506
"Iowa",1973,2864031
"Iowa",1974,2867941
"Iowa",1975,2881425
"Iowa",1976,2903770
"Iowa",1977,2914308
"Iowa",1978,2919008
"Iowa",1979,2916803
"Iowa",1980,2913808
"Iowa",1981,2907985
"Iowa",1982,2888190
"Iowa",1983,2870547
"Iowa",1984,2858615
"Iowa",1985,2829684
"Iowa",1986,2791969
"Iowa",1987,2767006
"Iowa",1988,2768393
"Iowa",1989,2770590
"Iowa",1990,2776755
"Iowa",1991,2797613
"Iowa",1992,2818401
"Iowa",1993,2836972
"Iowa",1994,2850746
"Iowa",1995,2867373
"Iowa",1996,2880000
"Iowa",1997,2891119
"Iowa",1998,2902872
"Iowa",1999,2917634
"Iowa",2000,2926324
"Iowa",2001,2931997
"Iowa",2002,2934234
"Iowa",2003,2941999
"Iowa",2004,2953635
"Iowa",2005,2964454
"Iowa",2006,2982644
"Iowa",2007,2999212
"Iowa",2008,3016734
"Iowa",2009,3032870
"Iowa",2010,3046355
"Iowa",2011,3066772
"Iowa",2012,3076844
"Iowa",2013,3093935
"Iowa",2014,3110643
"Iowa",2015,3122541
"Iowa",2016,3133210
"Iowa",2017,3143734
"Iowa",2018,3149900
"Iowa",2019,3159596
"Iowa",2020,3190369
"Kansas",1960,2178611
"Kansas",1969,2236000
"Kansas",1970,2246578
"Kansas",1971,2246132
"Kansas",1972,2255525
"Kansas",1973,2264369
"Kansas",1974,2267881
"Kansas",1975,2278621
"Kansas",1976,2298645
"Kansas",1977,2317836
"Kansas",1978,2332815
"Kansas",1979,2347370
"Kansas",1980,2363679
"Kansas",1981,2384853
"Kansas",1982,2401207
"Kansas",1983,2415529
"Kansas",1984,2424088
"Kansas",1985,2427401
"Kansas",1986,2432614
"Kansas",1987,2445367
"Kansas",1988,2461995
"Kansas",1989,2472838
"Kansas",1990,2477574
"Kansas",1991,2498722
"Kansas",1992,2532394
"Kansas",1993,2556547
"Kansas",1994,2580513
"Kansas",1995,2601007
"Kansas",1996,2614554
"Kansas",1997,2635292
"Kansas",1998,2660598
"Kansas",1999,2678338
"Kansas",2000,2688418
"Kansas",2001,2702162
"Kansas",2002,2713535
"Kansas",2003,2723004
"Kansas",2004,2734373
"Kansas",2005,2745299
"Kansas",2006,2762931
"Kansas",2007,2783785
"Kansas",2008,2808076
"Kansas",2009,2832704
"Kansas",2010,2853118
"Kansas",2011,2869677
"Kansas",2012,2886024
"Kansas",2013,2894306
"Kansas",2014,2901861
"Kansas",2015,2910717
"Kansas",2016,2912977
"Kansas",2017,2910892
"Kansas",2018,2912748
"Kansas",2019,2912635
"Kansas",2020,2937880
"Kentucky",1960,3038156
"Kentucky",1969,3198000
"Kentucky",1970,3218706
"Kentucky",1971,3298262
"Kentucky",1972,3336106
"Kentucky",1973,3371573
"Kentucky",1974,3417039
"Kentucky",1975,3468755
"Kentucky",1976,3530443
"Kentucky",1977,3575001
"Kentucky",1978,3611382
"Kentucky",1979,3643655
"Kentucky",1980,3660777
"Kentucky",1981,3670395
"Kentucky",1982,3683449
"Kentucky",1983,3694469
"Kentucky",1984,3695459
"Kentucky",1985,3694816
"Kentucky",1986,3687805
"Kentucky",1987,3683330
"Kentucky",1988,3680002
"Kentucky",1989,3677318
"Kentucky",1990,3685296
"Kentucky",1991,3722328
"Kentucky",1992,3765469
"Kentucky",1993,3812206
"Kentucky",1994,3849088
"Kentucky",1995,3887427
"Kentucky",1996,3919535
"Kentucky",1997,3952747
"Kentucky",1998,3985390
"Kentucky",1999,4018053
"Kentucky",2000,4041769
"Kentucky",2001,4068132
"Kentucky",2002,4089875
"Kentucky",2003,4117170
"Kentucky",2004,4146101
"Kentucky",2005,4182742
"Kentucky",2006,4219239
"Kentucky",2007,4256672
"Kentucky",2008,4289878
"Kentucky",2009,4317074
"Kentucky",2010,4339367
"Kentucky",2011,4370817
"Kentucky",2012,4387865
"Kentucky",2013,4406906
"Kentucky",2014,4416992
"Kentucky",2015,4429126
"Kentucky",2016,4440306
"Kentucky",2017,4455590
"Kentucky",2018,4464273
"Kentucky",2019,4472345
"Kentucky",2020,4505836
"Louisiana",1960,3257022
"Louisiana",1969,3619000
"Louisiana",1970,3641306
"Louisiana",1971,3710666
"Louisiana",1972,3761967
"Louisiana",1973,3788840
"Louisiana",1974,3820720
"Louisiana",1975,3886963
"Louisiana",1976,3951636
"Louisiana",1977,4015582
"Louisiana",1978,4073288
"Louisiana",1979,4139316
"Louisiana",1980,4205900
"Louisiana",1981,4283297
"Louisiana",1982,4352609
"Louisiana",1983,4395311
"Louisiana",1984,4400474
"Louisiana",1985,4408113
"Louisiana",1986,4406922
"Louisiana",1987,4344151
"Louisiana",1988,4288859
"Louisiana",1989,4252896
"Louisiana",1990,4219973
"Louisiana",1991,4253279
"Louisiana",1992,4293003
"Louisiana",1993,4316428
"Louisiana",1994,4347481
"Louisiana",1995,4378779
"Louisiana",1996,4398877
"Louisiana",1997,4421071
"Louisiana",1998,4440344
"Louisiana",1999,4460811
"Louisiana",2000,4468976
"Louisiana",2001,4477875
"Louisiana",2002,4497267
"Louisiana",2003,4521042
"Louisiana",2004,4552238
"Louisiana",2005,4576628
"Louisiana",2006,4302665
"Louisiana",2007,4375581
"Louisiana",2008,4435586
"Louisiana",2009,4491648
"Louisiana",2010,4533372
"Louisiana",2011,4576244
"Louisiana",2012,4602067
"Louisiana",2013,4626040
"Louisiana",2014,4645938
"Louisiana",2015,4666998
"Louisiana",2016,4681346
"Louisiana",2017,4673673
"Louisiana",2018,4664450
"Louisiana",2019,4658285
"Louisiana",2020,4657757
"Maine",1960,969265
"Maine",1969,992000
"Maine",1970,992048
"Maine",1971,1015677
"Maine",1972,1034817
"Maine",1973,1046420
"Maine",1974,1060050
"Maine",1975,1073280
"Maine",1976,1089960
"Maine",1977,1105369
"Maine",1978,1115457
"Maine",1979,1124927
"Maine",1980,1124660
"Maine",1981,1133033
"Maine",1982,1136683
"Maine",1983,1144772
"Maine",1984,1155634
"Maine",1985,1162935
"Maine",1986,1170126
"Maine",1987,1184577
"Maine",1988,1203840
"Maine",1989,1219961
"Maine",1990,1227928
"Maine",1991,1237081
"Maine",1992,1238508
"Maine",1993,1242302
"Maine",1994,1242662
"Maine",1995,1243480
"Maine",1996,1249060
"Maine",1997,1254774
"Maine",1998,1259127
"Maine",1999,1266808
"Maine",2000,1274923
"Maine",2001,1285692
"Maine",2002,1295960
"Maine",2003,1306513
"Maine",2004,1313688
"Maine",2005,1318787
"Maine",2006,1323619
"Maine",2007,1327040
"Maine",2008,1330509
"Maine",2009,1329590
"Maine",2010,1328361
"Maine",2011,1328473
"Maine",2012,1328094
"Maine",2013,1328543
"Maine",2014,1331217
"Maine",2015,1329098
"Maine",2016,1332348
"Maine",2017,1335743
"Maine",2018,1340123
"Maine",2019,1345770
"Maine",2020,1362359
"Maryland",1960,3100689
"Maryland",1969,3868000
"Maryland",1970,3922399
"Maryland",1971,4022507
"Maryland",1972,4081121
"Maryland",1973,4109038
"Maryland",1974,4133341
"Maryland",1975,4157208
"Maryland",1976,4172132
"Maryland",1977,4194639
"Maryland",1978,4211641
"Maryland",1979,4223398
"Maryland",1980,4216975
"Maryland",1981,4261905
"Maryland",1982,4282923
"Maryland",1983,4313329
"Maryland",1984,4365246
"Maryland",1985,4413072
"Maryland",1986,4486956
"Maryland",1987,4565558
"Maryland",1988,4657903
"Maryland",1989,4727303
"Maryland",1990,4781468
